day,TX
2011-11-17,32.583333333333314
2011-11-18,32.49999999999998
2011-11-19,32.51999999999998
2011-11-20,32.54999999999998
2011-11-21,32.62333333333331
2011-11-22,32.59333333333332
2011-11-23,32.456666666666656
2011-11-24,32.40666666666665
2011-11-25,32.36333333333332
2011-11-26,32.31333333333332
2011-11-27,32.25666666666665
2011-11-28,32.14333333333332
2011-11-29,32.16333333333332
2011-11-30,32.20333333333331
2011-12-01,32.20333333333331
2011-12-02,32.23666666666665
2011-12-03,32.289999999999985
2011-12-04,32.24666666666665
2011-12-05,32.219999999999985
2011-12-06,32.27666666666665
2011-12-07,32.27333333333331
2011-12-08,32.269999999999975
2011-12-09,32.28999999999998
2011-12-10,32.266666666666644
2011-12-11,32.27999999999998
2011-12-12,32.363333333333316
2011-12-13,32.359999999999985
2011-12-14,32.27666666666665
2011-12-15,32.27666666666665
2011-12-16,32.253333333333316
2011-12-17,32.17333333333331
2011-12-18,32.156666666666645
2011-12-19,32.13999999999998
2011-12-20,32.119999999999976
2011-12-21,32.09666666666664
2011-12-22,32.02333333333331
2011-12-23,31.96499999999998
2011-12-24,31.908333333333314
2011-12-25,31.83499999999998
2011-12-26,31.791666666666647
2011-12-27,31.73499999999998
2011-12-28,31.75833333333332
2011-12-29,31.744999999999987
2011-12-30,31.69833333333332
2011-12-31,31.58833333333332
2012-01-01,31.438333333333322
2012-01-02,31.32499999999999
2012-01-03,31.25499999999999
2012-01-04,31.15833333333332
2012-01-05,31.06499999999999
2012-01-06,30.93499999999999
2012-01-07,30.858333333333327
2012-01-08,30.78499999999999
2012-01-09,30.671666666666656
2012-01-10,30.601666666666652
2012-01-11,30.514999999999986
2012-01-12,30.458333333333318
2012-01-13,30.424999999999986
2012-01-14,30.381666666666653
2012-01-15,30.314999999999987
2012-01-16,30.23166666666665
2012-01-17,30.07166666666665
2012-01-18,29.978333333333318
2012-01-19,29.78833333333332
2012-01-20,29.784999999999986
2012-01-21,29.728333333333318
2012-01-22,29.70333333333332
2012-01-23,29.669999999999984
2012-01-24,29.69333333333332
2012-01-25,29.64333333333332
2012-01-26,29.61333333333332
2012-01-27,29.593333333333316
2012-01-28,29.579999999999984
2012-01-29,29.486666666666654
2012-01-30,29.39333333333332
2012-01-31,29.469999999999988
2012-02-01,29.40999999999999
2012-02-02,29.303333333333324
2012-02-03,29.318333333333324
2012-02-04,29.324999999999992
2012-02-05,29.253333333333327
2012-02-06,29.189999999999994
2012-02-07,29.129999999999995
2012-02-08,29.18333333333333
2012-02-09,29.173333333333332
2012-02-10,29.203333333333333
2012-02-11,29.220000000000002
2012-02-12,29.19
2012-02-13,29.15666666666667
2012-02-14,29.160000000000004
2012-02-15,29.090000000000007
2012-02-16,29.175000000000008
2012-02-17,29.15500000000001
2012-02-18,29.22833333333334
2012-02-19,29.215000000000007
2012-02-20,29.198333333333338
2012-02-21,29.161666666666672
2012-02-22,29.138333333333335
2012-02-23,29.040000000000003
2012-02-24,28.956666666666667
2012-02-25,28.950000000000003
2012-02-26,28.981666666666673
2012-02-27,28.97833333333334
2012-02-28,28.963333333333335
2012-02-29,29.041666666666668
2012-03-01,28.983333333333334
2012-03-02,29.06
2012-03-03,29.154999999999998
2012-03-04,29.169999999999998
2012-03-05,29.184999999999995
2012-03-06,29.254999999999995
2012-03-07,29.284999999999993
2012-03-08,29.254999999999995
2012-03-09,29.241666666666664
2012-03-10,29.214999999999993
2012-03-11,29.194999999999993
2012-03-12,29.20499999999999
2012-03-13,29.273333333333323
2012-03-14,29.358333333333324
2012-03-15,29.40833333333332
2012-03-16,29.55499999999999
2012-03-17,29.50333333333332
2012-03-18,29.42166666666665
2012-03-19,29.461666666666652
2012-03-20,29.483333333333317
2012-03-21,29.569999999999986
2012-03-22,29.74833333333332
2012-03-23,29.82833333333332
2012-03-24,29.936666666666653
2012-03-25,30.05833333333332
2012-03-26,30.099999999999984
2012-03-27,30.024999999999984
2012-03-28,30.061666666666653
2012-03-29,30.204999999999988
2012-03-30,30.30166666666666
2012-03-31,30.399999999999988
2012-04-01,30.399999999999988
2012-04-02,30.378333333333323
2012-04-03,30.361666666666657
2012-04-04,30.391666666666655
2012-04-05,30.42833333333332
2012-04-06,30.479999999999983
2012-04-07,30.443333333333317
2012-04-08,30.494999999999983
2012-04-09,30.48833333333332
2012-04-10,30.54166666666665
2012-04-11,30.57833333333332
2012-04-12,30.56333333333332
2012-04-13,30.54833333333332
2012-04-14,30.534999999999986
2012-04-15,30.544999999999984
2012-04-16,30.581666666666653
2012-04-17,30.706666666666653
2012-04-18,30.778333333333318
2012-04-19,30.78666666666665
2012-04-20,30.84166666666665
2012-04-21,30.84666666666665
2012-04-22,30.909999999999982
2012-04-23,30.954999999999984
2012-04-24,31.00166666666665
2012-04-25,31.02166666666665
2012-04-26,31.03999999999998
2012-04-27,31.013333333333314
2012-04-28,30.971666666666646
2012-04-29,30.866666666666642
2012-04-30,30.796666666666642
2012-05-01,30.85666666666664
2012-05-02,30.933333333333305
2012-05-03,30.95333333333331
2012-05-04,30.956666666666642
2012-05-05,30.97833333333331
2012-05-06,30.97833333333331
2012-05-07,31.141666666666644
2012-05-08,31.171666666666646
2012-05-09,31.26999999999998
2012-05-10,31.256666666666643
2012-05-11,31.259999999999977
2012-05-12,31.31833333333331
2012-05-13,31.349999999999973
2012-05-14,31.349999999999973
2012-05-15,31.344999999999974
2012-05-16,31.44166666666664
2012-05-17,31.449999999999974
2012-05-18,31.418333333333308
2012-05-19,31.40333333333331
2012-05-20,31.346666666666643
2012-05-21,31.344999999999974
2012-05-22,31.319999999999975
2012-05-23,31.308333333333305
2012-05-24,31.30499999999997
2012-05-25,31.29499999999997
2012-05-26,31.348333333333304
2012-05-27,31.384999999999973
2012-05-28,31.45166666666664
2012-05-29,31.551666666666637
2012-05-30,31.55499999999997
2012-05-31,31.474999999999973
2012-06-01,31.454999999999977
2012-06-02,31.469999999999978
2012-06-03,31.48333333333331
2012-06-04,31.494999999999973
2012-06-05,31.534999999999975
2012-06-06,31.554999999999975
2012-06-07,31.534999999999975
2012-06-08,31.493333333333307
2012-06-09,31.501666666666644
2012-06-10,31.511666666666642
2012-06-11,31.506666666666643
2012-06-12,31.494999999999973
2012-06-13,31.51666666666664
2012-06-14,31.479999999999972
2012-06-15,31.48166666666664
2012-06-16,31.51333333333331
2012-06-17,31.526666666666642
2012-06-18,31.504999999999978
2012-06-19,31.526666666666646
2012-06-20,31.514999999999983
2012-06-21,31.55333333333332
2012-06-22,31.58833333333332
2012-06-23,31.618333333333325
2012-06-24,31.65499999999999
2012-06-25,31.68666666666666
2012-06-26,31.67166666666666
2012-06-27,31.63999999999999
2012-06-28,31.646666666666658
2012-06-29,31.69666666666666
2012-06-30,31.739999999999995
2012-07-01,31.788333333333323
2012-07-02,31.79666666666666
2012-07-03,31.794999999999995
2012-07-04,31.838333333333328
2012-07-05,31.87666666666666
2012-07-06,31.898333333333326
2012-07-07,31.95499999999999
2012-07-08,32.019999999999996
2012-07-09,32.01333333333333
2012-07-10,32.019999999999996
2012-07-11,32.01166666666666
2012-07-12,32.038333333333334
2012-07-13,32.059999999999995
2012-07-14,32.11833333333333
2012-07-15,32.08833333333333
2012-07-16,32.05166666666666
2012-07-17,32.084999999999994
2012-07-18,32.158333333333324
2012-07-19,32.15666666666666
2012-07-20,32.18166666666666
2012-07-21,32.15333333333332
2012-07-22,32.146666666666654
2012-07-23,32.124999999999986
2012-07-24,32.168333333333315
2012-07-25,32.20499999999998
2012-07-26,32.17999999999998
2012-07-27,32.21166666666665
2012-07-28,32.25833333333331
2012-07-29,32.321666666666644
2012-07-30,32.37499999999998
2012-07-31,32.336666666666645
2012-08-01,32.37333333333331
2012-08-02,32.38999999999998
2012-08-03,32.391666666666644
2012-08-04,32.40499999999998
2012-08-05,32.43333333333331
2012-08-06,32.43833333333331
2012-08-07,32.43833333333331
2012-08-08,32.494999999999976
2012-08-09,32.473333333333315
2012-08-10,32.49666666666665
2012-08-11,32.51833333333331
2012-08-12,32.53999999999998
2012-08-13,32.568333333333314
2012-08-14,32.58499999999998
2012-08-15,32.668333333333315
2012-08-16,32.574999999999974
2012-08-17,32.57999999999998
2012-08-18,32.641666666666644
2012-08-19,32.63999999999997
2012-08-20,32.64999999999997
2012-08-21,32.66666666666664
2012-08-22,32.699999999999974
2012-08-23,32.68833333333331
2012-08-24,32.65999999999998
2012-08-25,32.74666666666665
2012-08-26,32.766666666666644
2012-08-27,32.76499999999998
2012-08-28,32.781666666666645
2012-08-29,32.82499999999998
2012-08-30,32.918333333333315
2012-08-31,32.96666666666665
2012-09-01,33.01833333333331
2012-09-02,33.04499999999998
2012-09-03,33.001666666666644
2012-09-04,33.001666666666644
2012-09-05,33.01166666666664
2012-09-06,33.05499999999998
2012-09-07,33.07333333333331
2012-09-08,33.141666666666644
2012-09-09,33.20666666666665
2012-09-10,33.21499999999998
2012-09-11,33.28666666666665
2012-09-12,33.34333333333331
2012-09-13,33.424999999999976
2012-09-14,33.43833333333331
2012-09-15,33.56166666666664
2012-09-16,33.626666666666644
2012-09-17,33.65166666666664
2012-09-18,33.72166666666664
2012-09-19,33.76833333333331
2012-09-20,33.80333333333331
2012-09-21,33.821666666666644
2012-09-22,33.85499999999998
2012-09-23,33.89833333333331
2012-09-24,33.93166666666665
2012-09-25,33.95499999999998
2012-09-26,34.006666666666646
2012-09-27,34.04999999999998
2012-09-28,34.069999999999986
2012-09-29,34.08666666666666
2012-09-30,34.11499999999999
2012-10-01,34.148333333333326
2012-10-02,34.15999999999999
2012-10-03,34.23833333333332
2012-10-04,34.29666666666665
2012-10-05,34.35166666666666
2012-10-06,34.38999999999999
2012-10-07,34.42166666666666
2012-10-08,34.46833333333333
2012-10-09,34.504999999999995
2012-10-10,34.529999999999994
2012-10-11,34.42999999999999
2012-10-12,34.38499999999999
2012-10-13,34.35666666666666
2012-10-14,34.40666666666666
2012-10-15,34.459999999999994
2012-10-16,34.489999999999995
2012-10-17,34.504999999999995
2012-10-18,34.53666666666666
2012-10-19,34.58166666666667
2012-10-20,34.598333333333336
2012-10-21,34.59333333333334
2012-10-22,34.59666666666667
2012-10-23,34.58833333333334
2012-10-24,34.626666666666665
2012-10-25,34.67333333333333
2012-10-26,34.67666666666666
2012-10-27,34.645
2012-10-28,34.635000000000005
2012-10-29,34.66333333333334
2012-10-30,34.616666666666674
2012-10-31,34.64166666666667
2012-11-01,34.68500000000001
2012-11-02,34.698333333333345
2012-11-03,34.69166666666668
2012-11-04,34.665
2012-11-05,34.64666666666667
2012-11-06,34.656666666666666
2012-11-07,34.59333333333334
2012-11-08,34.57000000000001
2012-11-09,34.595000000000006
2012-11-10,34.70000000000001
2012-11-11,34.771666666666675
2012-11-12,34.81833333333334
2012-11-13,34.805000000000014
2012-11-14,34.77666666666668
2012-11-15,34.74666666666668
2012-11-16,34.756666666666675
2012-11-17,34.76166666666667
2012-11-18,34.775
2012-11-19,34.75833333333333
2012-11-20,34.80166666666666
2012-11-21,34.81333333333334
2012-11-22,34.88
2012-11-23,34.79833333333333
2012-11-24,34.705
2012-11-25,34.66666666666666
2012-11-26,34.64999999999999
2012-11-27,34.58999999999999
2012-11-28,34.52166666666665
2012-11-29,34.54999999999998
2012-11-30,34.49333333333332
2012-12-01,34.42499999999998
2012-12-02,34.40666666666665
2012-12-03,34.371666666666655
2012-12-04,34.35166666666666
2012-12-05,34.30666666666665
2012-12-06,34.27499999999999
2012-12-07,34.30833333333332
2012-12-08,34.28499999999999
2012-12-09,34.23833333333332
2012-12-10,34.08666666666666
2012-12-11,34.008333333333326
2012-12-12,33.923333333333325
2012-12-13,33.824999999999996
2012-12-14,33.78666666666666
2012-12-15,33.769999999999996
2012-12-16,33.66499999999999
2012-12-17,33.50166666666666
2012-12-18,33.394999999999996
2012-12-19,33.31666666666667
2012-12-20,33.23166666666667
2012-12-21,33.155
2012-12-22,33.056666666666665
2012-12-23,33.00333333333334
2012-12-24,32.906666666666666
2012-12-25,32.760000000000005
2012-12-26,32.663333333333334
2012-12-27,32.593333333333334
2012-12-28,32.525
2012-12-29,32.36333333333333
2012-12-30,32.25
2012-12-31,32.11333333333334
2013-01-01,31.953333333333333
2013-01-02,31.810000000000002
2013-01-03,31.675000000000004
2013-01-04,31.585000000000004
2013-01-05,31.501666666666672
2013-01-06,31.386666666666674
2013-01-07,31.286666666666676
2013-01-08,31.235000000000007
2013-01-09,31.25833333333334
2013-01-10,31.17000000000001
2013-01-11,31.080000000000005
2013-01-12,31.010000000000005
2013-01-13,30.90333333333334
2013-01-14,30.710000000000004
2013-01-15,30.643333333333338
2013-01-16,30.651666666666674
2013-01-17,30.600000000000005
2013-01-18,30.560000000000002
2013-01-19,30.515
2013-01-20,30.458333333333332
2013-01-21,30.428333333333335
2013-01-22,30.433333333333334
2013-01-23,30.46833333333333
2013-01-24,30.509999999999998
2013-01-25,30.513333333333332
2013-01-26,30.553333333333335
2013-01-27,30.50166666666667
2013-01-28,30.511666666666667
2013-01-29,30.46833333333333
2013-01-30,30.474999999999998
2013-01-31,30.549999999999997
2013-02-01,30.571666666666662
2013-02-02,30.61666666666666
2013-02-03,30.61666666666666
2013-02-04,30.574999999999992
2013-02-05,30.586666666666655
2013-02-06,30.601666666666656
2013-02-07,30.596666666666657
2013-02-08,30.61666666666666
2013-02-09,30.63666666666666
2013-02-10,30.678333333333327
2013-02-11,30.70499999999999
2013-02-12,30.648333333333326
2013-02-13,30.688333333333325
2013-02-14,30.708333333333325
2013-02-15,30.609999999999992
2013-02-16,30.54166666666666
2013-02-17,30.48666666666666
2013-02-18,30.42666666666666
2013-02-19,30.34499999999999
2013-02-20,30.286666666666658
2013-02-21,30.22499999999999
2013-02-22,30.169999999999995
2013-02-23,30.133333333333326
2013-02-24,30.076666666666657
2013-02-25,29.993333333333325
2013-02-26,29.979999999999993
2013-02-27,29.981666666666662
2013-02-28,30.029999999999994
2013-03-01,30.093333333333327
2013-03-02,30.069999999999997
2013-03-03,30.093333333333327
2013-03-04,30.068333333333328
2013-03-05,30.053333333333327
2013-03-06,30.103333333333328
2013-03-07,30.121666666666663
2013-03-08,30.11333333333333
2013-03-09,30.124999999999996
2013-03-10,30.116666666666664
2013-03-11,30.15333333333333
2013-03-12,30.154999999999998
2013-03-13,30.18166666666667
2013-03-14,30.265
2013-03-15,30.328333333333333
2013-03-16,30.351666666666667
2013-03-17,30.476666666666667
2013-03-18,30.561666666666664
2013-03-19,30.571666666666662
2013-03-20,30.529999999999994
2013-03-21,30.59999999999999
2013-03-22,30.598333333333326
2013-03-23,30.65166666666666
2013-03-24,30.714999999999993
2013-03-25,30.77499999999999
2013-03-26,30.848333333333326
2013-03-27,30.943333333333324
2013-03-28,31.021666666666658
2013-03-29,31.068333333333324
2013-03-30,31.08999999999999
2013-03-31,31.083333333333325
2013-04-01,31.06499999999999
2013-04-02,31.043333333333326
2013-04-03,31.063333333333325
2013-04-04,31.083333333333325
2013-04-05,31.06666666666666
2013-04-06,31.058333333333326
2013-04-07,31.056666666666658
2013-04-08,31.08333333333332
2013-04-09,31.056666666666654
2013-04-10,30.96666666666665
2013-04-11,30.94666666666665
2013-04-12,30.93833333333332
2013-04-13,30.96999999999998
2013-04-14,30.96166666666665
2013-04-15,30.89999999999998
2013-04-16,30.89999999999998
2013-04-17,30.903333333333315
2013-04-18,30.959999999999983
2013-04-19,31.086666666666652
2013-04-20,31.12499999999999
2013-04-21,31.09333333333332
2013-04-22,31.016666666666655
2013-04-23,31.011666666666656
2013-04-24,30.99499999999999
2013-04-25,30.976666666666652
2013-04-26,31.003333333333323
2013-04-27,30.991666666666656
2013-04-28,31.00499999999999
2013-04-29,31.014999999999986
2013-04-30,30.99833333333332
2013-05-01,30.99999999999999
2013-05-02,31.056666666666658
2013-05-03,31.091666666666658
2013-05-04,31.058333333333326
2013-05-05,31.05666666666666
2013-05-06,31.069999999999993
2013-05-07,31.07666666666666
2013-05-08,31.03833333333333
2013-05-09,31.056666666666665
2013-05-10,31.126666666666665
2013-05-11,31.063333333333333
2013-05-12,31.038333333333334
2013-05-13,30.951666666666664
2013-05-14,30.901666666666664
2013-05-15,30.928333333333335
2013-05-16,30.818333333333335
2013-05-17,30.743333333333336
2013-05-18,30.705000000000002
2013-05-19,30.686666666666667
2013-05-20,30.66166666666667
2013-05-21,30.713333333333335
2013-05-22,30.790000000000003
2013-05-23,30.78166666666667
2013-05-24,30.756666666666668
2013-05-25,30.788333333333338
2013-05-26,30.77166666666667
2013-05-27,30.78333333333334
2013-05-28,30.71
2013-05-29,30.61166666666667
2013-05-30,30.635
2013-05-31,30.683333333333334
2013-06-01,30.651666666666664
2013-06-02,30.644999999999996
2013-06-03,30.74
2013-06-04,30.774999999999995
2013-06-05,30.798333333333332
2013-06-06,30.806666666666665
2013-06-07,30.863333333333333
2013-06-08,30.908333333333328
2013-06-09,30.90666666666666
2013-06-10,31.018333333333327
2013-06-11,31.03166666666666
2013-06-12,31.124999999999996
2013-06-13,31.176666666666666
2013-06-14,31.16
2013-06-15,31.235
2013-06-16,31.231666666666666
2013-06-17,31.30333333333333
2013-06-18,31.348333333333333
2013-06-19,31.40333333333333
2013-06-20,31.45166666666666
2013-06-21,31.48333333333333
2013-06-22,31.504999999999995
2013-06-23,31.554999999999996
2013-06-24,31.551666666666662
2013-06-25,31.56166666666666
2013-06-26,31.596666666666657
2013-06-27,31.64166666666666
2013-06-28,31.728333333333328
2013-06-29,31.753333333333327
2013-06-30,31.753333333333327
2013-07-01,31.778333333333325
2013-07-02,31.786666666666658
2013-07-03,31.768333333333324
2013-07-04,31.771666666666658
2013-07-05,31.734999999999992
2013-07-06,31.736666666666657
2013-07-07,31.64499999999999
2013-07-08,31.601666666666656
2013-07-09,31.658333333333324
2013-07-10,31.626666666666658
2013-07-11,31.608333333333324
2013-07-12,31.61999999999999
2013-07-13,31.659999999999986
2013-07-14,31.68333333333332
2013-07-15,31.70666666666665
2013-07-16,31.779999999999983
2013-07-17,31.814999999999984
2013-07-18,31.818333333333317
2013-07-19,31.768333333333317
2013-07-20,31.793333333333315
2013-07-21,31.77166666666665
2013-07-22,31.764999999999983
2013-07-23,31.784999999999982
2013-07-24,31.833333333333318
2013-07-25,31.824999999999985
2013-07-26,31.80833333333332
2013-07-27,31.851666666666652
2013-07-28,31.82333333333332
2013-07-29,31.828333333333322
2013-07-30,31.863333333333326
2013-07-31,31.86666666666666
2013-08-01,31.86666666666666
2013-08-02,31.883333333333326
2013-08-03,31.89166666666666
2013-08-04,31.96999999999999
2013-08-05,32.01666666666666
2013-08-06,32.09833333333332
2013-08-07,32.12833333333332
2013-08-08,32.106666666666655
2013-08-09,32.121666666666655
2013-08-10,32.17499999999999
2013-08-11,32.16333333333333
2013-08-12,32.18666666666666
2013-08-13,32.275
2013-08-14,32.324999999999996
2013-08-15,32.38833333333333
2013-08-16,32.42333333333333
2013-08-17,32.48
2013-08-18,32.585
2013-08-19,32.57666666666667
2013-08-20,32.63166666666667
2013-08-21,32.68666666666667
2013-08-22,32.73166666666667
2013-08-23,32.766666666666666
2013-08-24,32.825
2013-08-25,32.815000000000005
2013-08-26,32.805
2013-08-27,32.905
2013-08-28,32.95166666666667
2013-08-29,32.95666666666666
2013-08-30,32.99833333333333
2013-08-31,33.038333333333334
2013-09-01,33.07833333333334
2013-09-02,33.10833333333334
2013-09-03,33.09333333333334
2013-09-04,33.09833333333334
2013-09-05,33.11500000000001
2013-09-06,33.16333333333334
2013-09-07,33.205000000000005
2013-09-08,33.23666666666667
2013-09-09,33.31333333333334
2013-09-10,33.37166666666668
2013-09-11,33.39166666666667
2013-09-12,33.42166666666667
2013-09-13,33.435
2013-09-14,33.445
2013-09-15,33.416666666666664
2013-09-16,33.346666666666664
2013-09-17,33.32666666666667
2013-09-18,33.36333333333333
2013-09-19,33.35666666666666
2013-09-20,33.35333333333333
2013-09-21,33.36166666666666
2013-09-22,33.31666666666666
2013-09-23,33.278333333333336
2013-09-24,33.325
2013-09-25,33.39166666666667
2013-09-26,33.415000000000006
2013-09-27,33.458333333333336
2013-09-28,33.50000000000001
2013-09-29,33.5
2013-09-30,33.483333333333334
2013-10-01,33.455000000000005
2013-10-02,33.41166666666667
2013-10-03,33.43
2013-10-04,33.45333333333334
2013-10-05,33.476666666666674
2013-10-06,33.46666666666667
2013-10-07,33.473333333333336
2013-10-08,33.455000000000005
2013-10-09,33.38333333333334
2013-10-10,33.330000000000005
2013-10-11,33.33166666666667
2013-10-12,33.330000000000005
2013-10-13,33.34833333333334
2013-10-14,33.356666666666676
2013-10-15,33.355000000000004
2013-10-16,33.38666666666668
2013-10-17,33.39500000000001
2013-10-18,33.415000000000006
2013-10-19,33.38333333333335
2013-10-20,33.39666666666668
2013-10-21,33.368333333333354
2013-10-22,33.39666666666668
2013-10-23,33.405000000000015
2013-10-24,33.405000000000015
2013-10-25,33.38833333333335
2013-10-26,33.375000000000014
2013-10-27,33.30833333333335
2013-10-28,33.29000000000002
2013-10-29,33.19166666666669
2013-10-30,33.12000000000002
2013-10-31,33.133333333333354
2013-11-01,33.155000000000015
2013-11-02,33.11833333333335
2013-11-03,33.088333333333345
2013-11-04,33.06000000000002
2013-11-05,33.04666666666669
2013-11-06,32.99166666666669
2013-11-07,33.03333333333335
2013-11-08,33.075000000000024
2013-11-09,33.118333333333354
2013-11-10,33.035000000000025
2013-11-11,32.91666666666669
2013-11-12,32.836666666666694
